SENTENCE	FULL_CONTEXT	MOVIE_ID	SENT_ID	REGION	YEAR
♪ I know you hurt me so If I do not pack my things and go ♪	♪ Don't touch me, please I cannot stand the way you tease ♪ <i> ♪ I know you hurt me so If I do not pack my things and go ♪ </i> ♪ Tainted love ♪	4640913	2059	UK	2011
Cos I've got a very special cure.	Did someone say they were seasick? <i> Cos I've got a very special cure. </i> - E's on the house!	3552835	310	UK	2008
That's what I always think about God.	- How do you know? <i> That's what I always think about God. </i> He must get so pissed off, everyone adoring him all the time.	3120452	634	UK	2006
You know, actually, you're born again.	You see, when you die then you come back to life. <i> You know, actually, you're born again. </i> Then you die again and, afterwards, you come back to life.	3564173	838	UK	2008
Lives in a camper van.	Lost his wife. <i> Lives in a camper van. </i> Like Popeye.	3564173	68	UK	2008
"""' and have the jolliest dreams and fun.'"	"""' and travel to the land of wizardy-bizardy <i> ""' and have the jolliest dreams and fun.' </i> "" Mr Puffy put on his magic jacket and snuggled deep down"	3357285	465	UK	2007
Which had joined onto Laurasia, of course, and world famous Malham limestone pavement,	Yeah. <i> Which had joined onto Laurasia, of course, and world famous Malham limestone pavement, </i> I suppose, you would describe it.	6107374	1874	UK	2010
Here's to Tammi, for being brave.	No more contact. <i> Here's to Tammi, for being brave. </i> - And a wicked girlie weekend together.	3552835	28	UK	2008
I don't know really what to say.	I... <i> I don't know really what to say. </i> Thank you.	3357285	958	UK	2007
There's too many people I don't want to see any more.	- Not really. <i> There's too many people I don't want to see any more. </i> So why stay?	3552835	431	UK	2008
That's a shiver down my arms whenever I hear that...	# <i> That's a shiver down my arms whenever I hear that... </i> Thank you.	4259257	2581	UK	2010
( Mum)' Now then, ladies and gentlemen, boys and girls,' please put your hands together for The Amazing Clarence!	Have you got any kids? <i> ( Mum)' Now then, ladies and gentlemen, boys and girls,' please put your hands together for The Amazing Clarence! </i> Thank you.	3564173	972	UK	2008
You know I'm about to...	'Cause you're panicking. <i> You know I'm about to... </i> Because you look like you're about to bloody talk!	4259257	333	UK	2010
I live in the house now.	I'm Dane and the... <i> I live in the house now. </i> We found your hole and we...	5167828	653	UK	2001
Right, now, when the alarm is triggered in a place like the Rise Club, it sends a message to the security firm that covers it, in this case, Steven Roper Securities.	Yeah, yeah, that's about right. <i> Right, now, when the alarm is triggered in a place like the Rise Club, it sends a message to the security firm that covers it, in this case, Steven Roper Securities. </i> The alarm was triggered at approximately 11: 15.	5204705	1191	UK	2012
No, I haven't had the chance to shift the bonds yet.	I'll need my cut tonight. <i> No, I haven't had the chance to shift the bonds yet. </i> Kramer and Sebastian, they know about the container yard and the bonds.	5510712	1251	UK	2013
But what I want to know is what Roper was doing at the club before the alarm was triggered, when it was closed for business and you were trying to rob it.	- All right, we'll get to that later. <i> But what I want to know is what Roper was doing at the club before the alarm was triggered, when it was closed for business and you were trying to rob it. </i> - Is it coincidence?	5204705	1213	UK	2012
Now, no, no, I've you just listen because we're trying to help.	We'd like to talk to you about the situation that happend with your daughter. <i> Now, no, no, I've you just listen because we're trying to help. </i> If you..	6244263	94	UK	2014
Hotter than I was expecting.	- Thank you. <i> Hotter than I was expecting. </i> More heat in the chili sauce.	6107374	361	UK	2010
I am going to need a discount, though.	Oh, yeah. <i> I am going to need a discount, though. </i> So, you've decided to leave your fella, then?	5510712	962	UK	2013
OK, it's very, very simple, Dixie.	I'll give you half the publishing straight away, Dixie. <i> OK, it's very, very simple, Dixie. </i> Yeah?	5623414	2301	UK	2013
You shouldn't get so involved.	You are! <i> You shouldn't get so involved. </i> What about you?	3564173	1056	UK	2008
If I was still a player.	But for the record... <i> If I was still a player. </i> You're exactly the kind of dealing shit, I'd string up for fun.	6244263	324	UK	2014
You said we'd get three times that!	- Seventy? <i> You said we'd get three times that! </i> You know I need 200 grand.	5510712	873	UK	2013
# Do, re, mi, fa, sol, la, ti, do#	"That's an octave up from the first"" do."" <i> # Do, re, mi, fa, sol, la, ti, do# </i> No."	4259257	2663	UK	2010
How did you let this happen?	Okay. <i> How did you let this happen? </i> Excuse me?	6244263	603	UK	2014
I thought this was about Mickey?	Is this what's it all about with you, Trent? <i> I thought this was about Mickey? </i> You two, I can't have this here, not now, alright?	6244263	909	UK	2014
I thought you said that this wasn't that different from the last place?	Don't say stink Dane. <i> I thought you said that this wasn't that different from the last place? </i> It will be!	5167828	4	UK	2001
We hardly even know each other.	Please. <i> We hardly even know each other. </i> Whoo!	3552835	343	UK	2008
You don't have to be like this.	Can you just walk like a normal person? <i> You don't have to be like this. </i> I want no part of this Malibu Barbie hellscape.	4640913	388	UK	2011
♪ I've got to run away I've got to ♪	I've still got that song in my head. <i> ♪ I've got to run away I've got to ♪ </i> You weren't as shit as I thought you'd be.	4640913	1341	UK	2011
All right, but don't do it as Roger Moore.	That's an octave up. <i> All right, but don't do it as Roger Moore. </i> # Ah#	6107374	2660	UK	2010
Look, Lucky, in our line of work, you just never know what's going to happen next, and we just have to accept that that's a part of it.	I thought I was your best mate? <i> Look, Lucky, in our line of work, you just never know what's going to happen next, and we just have to accept that that's a part of it. </i> Otherwise, we ain't never gonna work again.	5510712	608	UK	2013
I shouldn't have let it go.	He cost Charly his life. <i> I shouldn't have let it go. </i> But I did.	6244263	1022	UK	2014
I was having awful dreams, really bad dreams.	I couldn't get off'cause of the food, and then when I did get off, <i> I was having awful dreams, really bad dreams. </i> Blue cheese.	6107374	1324	UK	2010
When's he going to die?	Do you understand? <i> When's he going to die? </i> We'll look after him.	3564173	1226	UK	2008
# Here again, at the end, before the beginning	He'll be all right. <i> # Here again, at the end, before the beginning </i> # So the salt will spill again, throw it over your shoulder...#	3552835	486	UK	2008
Listen, Shell, that's for our special clay, lovely.	Don't use that. <i> Listen, Shell, that's for our special clay, lovely. </i> Look, I've got some money I can use, and I'll be back tomorrow for the BBC session, alright?	5623414	1682	UK	2013
"[ THE MAKE'S"" YOU INSTEAD"" PLAYING OVER SPEAKERS]"	"[ BOTH SCREAM] <i> [ THE MAKE'S"" YOU INSTEAD"" PLAYING OVER SPEAKERS] </i> ♪ She got loved up On the seashore ♪"	4640913	1917	UK	2011
Let's have a good time.	Exactly. <i> Let's have a good time. </i> Let's just go and get a drink.	4640913	970	UK	2011
I'll be back in five minutes.	Just get in the car. <i> I'll be back in five minutes. </i> Let's get it over with.	3120452	21	UK	2006
Yeah, but there's nothing I can do.	It's only gonna be a bit of bird. <i> Yeah, but there's nothing I can do. </i> Yes, there is.	6244263	681	UK	2014
I wouldn't ring Sting anyway.	He's in the jungle with Sting! <i> I wouldn't ring Sting anyway. </i> What... it was the only person you didn't ring!	5623414	395	UK	2013
Take as long as you want.	We can get your stuff just how you like. <i> Take as long as you want. </i> - That's not a word.	3564173	72	UK	2008
You knew about the bonds.	You knew there might not be enough cash to pay me what I need, didn't you? <i> You knew about the bonds. </i> Still can't kid my kid brother.	5510712	1093	UK	2013
I told Nicola and she was so proud of me.	Me. <i> I told Nicola and she was so proud of me. </i> A week later I were arrested and all that were left were an embarrassed look on Mr Stewart's face.	5204705	931	UK	2012
Can someone inform me what the hell you think you're playing at?	( Singing continues downstairs) <i> Can someone inform me what the hell you think you're playing at? </i> I'm stuck up here on my own with nothing to keep my trousers up with!	3564173	283	UK	2008
DC( Washington) and then back to Brooklyn.	And the... we moved to Philly( Philadelphia), Boston, <i> DC( Washington) and then back to Brooklyn. </i> Oh!	5167828	313	UK	2001
We found your hole and we...	I live in the house now. <i> We found your hole and we... </i> You took the locks off?	5167828	654	UK	2001
So you'll know that it started off life in the Bahamas somewhere around that sort of line of latitude south of the equator.	You know about the limestone a wee bit without being clever. <i> So you'll know that it started off life in the Bahamas somewhere around that sort of line of latitude south of the equator. </i> Well, the land mass was part of Avalonia.	4259257	1869	UK	2010
- No, Gem, Gem, run, run.	- Please don't, please, Luke, Luke... <i> - No, Gem, Gem, run, run. </i> - But what about you and Paul?	5145968	943	UK	2012
No luck with the bolt cutters?	[ BRUCE CHUCKLES] <i> No luck with the bolt cutters? </i> I thought you were looking.	4640913	418	UK	2011
It's like a time warp in here.	Fucking hell, ofcourse you haven't. <i> It's like a time warp in here. </i> This used to be the most feared pub in London, and now...	6244263	315	UK	2014
