SENTENCE	FULL_CONTEXT	SLANG_TERM	ANNOTATOR_CONFIDENCE	MOVIE_ID	SENT_ID	REGION	YEAR	DEFINITION_SENTENCE	DEFINITION_SOURCE_URL	LITERAL_PARAPHRASE_OF_SLANG
""" Whores getting younger all the time."	""" Dear Bill, I warned you and Jack from the Post there's a surprise waiting for you in Preston. <i> "" Whores getting younger all the time. </i> "" Yours respectfully, Jack."	whores	1	3472293	564	UK	2009			
Mr Hunter, this goes right to the top.	As far as West Yorkshire is concerned, your squad will be there in an advisory capacity. <i> Mr Hunter, this goes right to the top. </i> The Home Secretary is taking a personal interest.	to the top	1	3472293	79	UK	2009			
We also have with us Graham Hart from the Spastics Society to talk about full participation in the Year of the Disabled.	into the English language, and whose new song Spasticus Autisticus has been labelled outrageous and offensive. <i> We also have with us Graham Hart from the Spastics Society to talk about full participation in the Year of the Disabled. </i> - Hello, there.	spastics	1	3670999	1586	UK	2010			
Yeah, I know, but I've just written a brilliant riff, right?	Kirk Douglas is just about to get crucified. <i> Yeah, I know, but I've just written a brilliant riff, right? </i> - I promise you, it's a brilliant...	riff	1	3670999	1148	UK	2010			
# I'm Spasticus, Spasticus Spasticus Autisticus	# I must give all proceedings to myself <i> # I'm Spasticus, Spasticus Spasticus Autisticus </i> # I'm Spasticus, Spasticus Spasticus Autisticus# 54 appliances in leather and elastic	spasticus	2	3670999	1704	UK	2010	play on the word spastic, referring to someone with cerebral palsy used in a derogatory manner to imply someone is useless and stupid	https://www.urbandictionary.com/define.php?term=Spasticus	retard
I hope you don't mind me saying, but you are being a bit of a right old moody.	# Sweet Gene Vincent <i> I hope you don't mind me saying, but you are being a bit of a right old moody. </i> We said we'd look after him, Ian.	right old moody	1	3670999	732	UK	2010			
You fight like a bloke,.	Oh, God. <i> You fight like a bloke,. </i> Oh, great.	bloke	3	3670999	804	UK	2010	man	https://www.urbandictionary.com/define.php?term=bloke	man
# Was passing her a mandy	# What often came in handy <i> # Was passing her a mandy </i> # She didn't half go bandy	mandy	2	3670999	20	UK	2010	short for mandrax, or methaqualone a sedative type drug	https://www.urbandictionary.com/define.php?term=Mandrax	mandrax
Chink and Dead Fish, but we didn't get any bookings.	We was going to call ourselves Cripple, Nigger, Yid, <i> Chink and Dead Fish, but we didn't get any bookings. </i> Could you direct us to the artistes' dressing rooms?	chink	1	3670999	112	UK	2010			
I thought you were fucking great.	I'm more of an Emerson, Lake and Palmer man myself. <i> I thought you were fucking great. </i> Really?	fucking	1	3670999	172	UK	2010			
Now all we need is a band with a drummer I can't sack.	We got some great tunes. <i> Now all we need is a band with a drummer I can't sack. </i> Hit me!	sack	2	3670999	987	UK	2010	to fire or terminate from ones job		fire
""" is not funny and not fucking clever!"""	""" Swearing on the television <i> "" is not funny and not fucking clever!"" </i> Language."	fucking	1	3670999	630	UK	2010			
Look, I will pay front money for the room, proper wedge.	Enough with the rhyming couplets. <i> Look, I will pay front money for the room, proper wedge. </i> You can be the stern landlady, with the surgical stockings and the twinkle in her eye...	wedge	1	3670999	856	UK	2010			
And all he had to do was square it to me and I'd make a big run and I tell you, I think I was still 20 yards behind him, and I was sprinting as fast as I could.	Look at Scholesy, look at Scholesy. <i> And all he had to do was square it to me and I'd make a big run and I tell you, I think I was still 20 yards behind him, and I was sprinting as fast as I could. </i> That was Ryan Giggs, whether he was playing on Lower Broughton Road,	square	1	5778643	771	UK	2013			
To look over to a bench that thought they'd won a game, and they've lost it, is the greatest feeling in the whole wide world.	I wanted to dive onto their bench and just celebrate. <i> To look over to a bench that thought they'd won a game, and they've lost it, is the greatest feeling in the whole wide world. </i> You know, for us to come back and score two late goals, sort of set the tone of the season, and it was, for me, it was the turning point that...	greatest feeling in the whole wide world	1	5778643	454	UK	2013			
They'd be dead scared to look up.	He'd batter on the window and they wouldn't look up! <i> They'd be dead scared to look up. </i> But if they didn't see him at the window, they knew he was on the way down.	dead scared	1	5778643	140	UK	2013			
Obviously we were just sat in the dressing room, a freezing cold day.	You'd come in the dressing room and there was a tray of sandwiches and, you know, the big hot silver pots with tea in or coffee. <i> Obviously we were just sat in the dressing room, a freezing cold day. </i> Peter Schmeichel, obviously, he walks up to get a sandwich and a cup of tea, absolutely bollocko.	freezing cold	1	5778643	1128	UK	2013			
He who snorts Colombian, thinks Colombian.	Great. <i> He who snorts Colombian, thinks Colombian. </i> Very nice, good sir.	snorts	2	6224678	522	UK	2014	to inhale via the nostrils		inhales
He always used to ask after You when you were gone.	Hello, Tom. <i> He always used to ask after You when you were gone. </i> - I was his dad.	ask after	1	6224678	15	UK	2014			
Whilst you sit on your sorry as with me all night.	A beautiful woman like this go out all on her lonesome. <i> Whilst you sit on your sorry as with me all night. </i> You have your priorities all wrong, my friend.	as	1	6224678	550	UK	2014			
What line are you taking?	Well. <i> What line are you taking? </i> Lot of gangs around here.	line	1	6224678	118	UK	2014			
-... if Mommy or Daddy's late-	Because you only need a cell phone... <i> -... if Mommy or Daddy's late- </i> - I ran into Charlie Fineman today.	late	1	3151540	78	US	2007			
Bretton James' division was over-invested in the Internet bubble collapse.	Thirteen banks were approached in 2000 to rescue Churchill Schwartz. <i> Bretton James' division was over-invested in the Internet bubble collapse. </i> Each bank was going to put up 100 million, but Zabel said no.	internet bubble	1	3967329	750	US	2010			
She skipped me a grade.	I'm twelve. <i> She skipped me a grade. </i> Big deal.	skipped	1	54446	110	US	2000			
Well, I think some of those guys had some...	- Yeah. <i> Well, I think some of those guys had some... </i> Pretty valid points.	points	1	5905224	147	US	2012			
And nobody cares for me	I ain't got no body <i> And nobody cares for me </i> He's out of his mind.	out of mind	1	3151540	936	US	2007			
Although I have some good news.	Welcome to the club. <i> Although I have some good news. </i> There's a 10 percent discount on the people attending.	discount	1	5905224	1582	US	2012			
And they still say it's impossible to get to the bottom of this.	Thirty of our people have been through the Keller Zabel books for the last three days. <i> And they still say it's impossible to get to the bottom of this. </i> This could be a 1 0-billion dollar hole for us.	bottom	1	3967329	487	US	2010			
Feel free... tell me what you think.	So, I don't want you to misunderstand me. <i> Feel free... tell me what you think. </i> What's this?	free	1	5905224	573	US	2012			
- Okay, how do you shoot it?	Let me just try it. <i> - Okay, how do you shoot it? </i> - Square is to stab him.	shoot	1	3151540	844	US	2007			
In fact, our love has grown in the last few weeks.	When we reconnected after such a long time, we instantly felt that nothing between us has changed with time. <i> In fact, our love has grown in the last few weeks. </i> If I deny these feelings,	grown	1	5905224	1386	US	2012			
They get about 50,000 hits a day.	It's doing well, actually. <i> They get about 50,000 hits a day. </i> It's building.	hits	1	3967329	1121	US	2010			
I just need you to bridge me.	The developers are on my ass, okay? <i> I just need you to bridge me. </i> What about the money from Sagamir Road?	bridge	2	3967329	929	US	2010	to provide a temporary solution or assistance to someone who is facing a problem or challenge. it can also refer to providing a loan or advance payment.	https://www.urbandictionary.com/define.php?term=Bridge	assist
- And, hey, I met you.	Because they make you feel cool. <i> - And, hey, I met you. </i> You are not cool.	cool	1	54446	1737	US	2000			
That Billy Clark is a bum.	Billy Clark ain't got nothing on you, baby. <i> That Billy Clark is a bum. </i> We haven't seen him hit a baseball all year.	bum	2	4744540	139	US	2012	a person who is incompetent or lazy; a worthless or unpleasant person.	https://greensdictofslang.com/entry/ujtxo3q	worthless
They've been crying for you like a bunch of whimpering pussies.	Save Russell! <i> They've been crying for you like a bunch of whimpering pussies. </i> Oh, this band's over.	pussies	2	54446	977	US	2000	someone who is weak, timid, or lacks courage, often specifically applied to men in a derogatory way.	https://www.greensdictofslang.com/entry/vjbdyla	cowards
Robby, I got to call you later.	Sell! <i> Robby, I got to call you later. </i> Have you seen Zabel?	sell	1	3967329	374	US	2010			
And that's not even his best pitch.	Yep, combined with Steve Carlton and Randy Johnson. <i> And that's not even his best pitch. </i> Show him a curve.	best	1	4744540	1763	US	2012			
I know I'm as blind as a slab of concrete, but I'm not helpless.	Because, in spite of you, I feel this dysfunctional sense of responsibility... to make sure that you're okay. <i> I know I'm as blind as a slab of concrete, but I'm not helpless. </i> - I'll put a bullet in my head, that happens.	blind as a slab of concrete	2	4744540	740	US	2012			
Well, you may not have traded, but you try telling the Feds you didn't commit a felony.	You wouldn't want to soil her name, right? <i> Well, you may not have traded, but you try telling the Feds you didn't commit a felony. </i> What do you mean?	feds	1	3967329	1105	US	2010			
You're a real piece of work, Bretton.	I'm a realist. <i> You're a real piece of work, Bretton. </i> You're giving the money to Babaco because it's a hustle.	work	1	3967329	1706	US	2010			
So you're the kid who's sent me those articles from the school newspaper.	That was Lester Bangs, this is Alice Wisdom, and here is Iggy Pop. <i> So you're the kid who's sent me those articles from the school newspaper. </i> Yeah.	kid	1	54446	188	US	2000			
I'll have patience with you since you're not yet worldly.	Wilson, that's a retarded question. <i> I'll have patience with you since you're not yet worldly. </i> See, when a player gets to the Majors, chicks come out of a deep freeze.	worldly	2	4744540	509	US	2012	knowledgeable about the ways of the world, or experienced in life.	https://greensdictofslang.com/entry/7ftrwca	experienced
